label,pred,pred_proba
"[0.0, 1.0]",1,0.6281158924102783
"[0.0, 1.0]",1,0.8605445623397827
"[0.0, 1.0]",1,0.7175982594490051
"[0.0, 1.0]",1,0.9291278719902039
"[0.0, 1.0]",1,0.9284870028495789
"[0.0, 1.0]",1,0.8517451286315918
"[0.0, 1.0]",0,0.11773835867643356
"[0.0, 1.0]",1,0.9579031467437744
"[0.0, 1.0]",0,0.21891462802886963
"[0.0, 1.0]",1,0.8906072378158569
"[0.0, 1.0]",1,0.9598761200904846
"[0.0, 1.0]",1,0.5622313618659973
"[0.0, 1.0]",1,0.917733371257782
"[0.0, 1.0]",1,0.8732138276100159
"[0.0, 1.0]",1,0.9390026926994324
"[0.0, 1.0]",1,0.8845695853233337
"[0.0, 1.0]",1,0.9550013542175293
"[0.0, 1.0]",0,0.12008044123649597
"[0.0, 1.0]",1,0.6687527894973755
"[0.0, 1.0]",1,0.9024450778961182
"[0.0, 1.0]",0,0.1488829255104065
"[0.0, 1.0]",1,0.8237919211387634
"[0.0, 1.0]",1,0.9200968146324158
"[0.0, 1.0]",1,0.942855715751648
"[0.0, 1.0]",1,0.9524948596954346
"[0.0, 1.0]",1,0.6590050458908081
"[0.0, 1.0]",0,0.25750869512557983
"[0.0, 1.0]",1,0.8964521288871765
"[0.0, 1.0]",1,0.7495707273483276
"[0.0, 1.0]",1,0.9700869917869568
"[0.0, 1.0]",1,0.8374496698379517
"[0.0, 1.0]",1,0.9612555503845215
"[0.0, 1.0]",1,0.9384230971336365
"[0.0, 1.0]",1,0.897423505783081
"[0.0, 1.0]",1,0.579745888710022
"[0.0, 1.0]",1,0.9136749505996704
"[0.0, 1.0]",0,0.4131867587566376
"[0.0, 1.0]",1,0.9514051675796509
"[0.0, 1.0]",1,0.7005194425582886
"[0.0, 1.0]",1,0.7031550407409668
"[0.0, 1.0]",1,0.5181032419204712
"[0.0, 1.0]",1,0.5544211864471436
"[0.0, 1.0]",1,0.7470041513442993
"[0.0, 1.0]",0,0.4411264955997467
"[0.0, 1.0]",1,0.9111279845237732
"[0.0, 1.0]",1,0.6800523996353149
"[0.0, 1.0]",1,0.9481868147850037
"[0.0, 1.0]",1,0.9260241985321045
"[0.0, 1.0]",1,0.9391878247261047
"[0.0, 1.0]",1,0.9243561625480652
"[0.0, 1.0]",1,0.8204859495162964
"[0.0, 1.0]",0,0.4067014157772064
"[0.0, 1.0]",1,0.9265891313552856
"[0.0, 1.0]",1,0.9476043581962585
"[0.0, 1.0]",1,0.6295011043548584
"[0.0, 1.0]",1,0.8406770825386047
"[0.0, 1.0]",1,0.6550994515419006
"[0.0, 1.0]",1,0.950172483921051
"[0.0, 1.0]",0,0.04458760470151901
"[0.0, 1.0]",0,0.3165770173072815
"[0.0, 1.0]",1,0.9430931806564331
"[0.0, 1.0]",1,0.9488041400909424
"[0.0, 1.0]",1,0.7189784049987793
"[0.0, 1.0]",1,0.754991352558136
"[0.0, 1.0]",1,0.6819518804550171
"[0.0, 1.0]",1,0.7921518683433533
"[0.0, 1.0]",1,0.7516847848892212
"[0.0, 1.0]",0,0.23290574550628662
"[0.0, 1.0]",0,0.2152578979730606
"[0.0, 1.0]",1,0.9318552017211914
"[0.0, 1.0]",1,0.6649093627929688
"[0.0, 1.0]",0,0.48866111040115356
"[0.0, 1.0]",0,0.0740709975361824
"[0.0, 1.0]",1,0.9578353762626648
"[0.0, 1.0]",1,0.9561254978179932
"[0.0, 1.0]",1,0.8787607550621033
"[0.0, 1.0]",1,0.7879682779312134
"[0.0, 1.0]",0,0.4302431643009186
"[0.0, 1.0]",1,0.8125175833702087
"[0.0, 1.0]",1,0.930474579334259
"[0.0, 1.0]",1,0.9422603249549866
"[0.0, 1.0]",1,0.9107555747032166
"[0.0, 1.0]",1,0.9441097974777222
"[0.0, 1.0]",1,0.8481168150901794
"[0.0, 1.0]",1,0.8247768878936768
"[0.0, 1.0]",1,0.958913266658783
"[0.0, 1.0]",1,0.8155186772346497
"[0.0, 1.0]",0,0.47361236810684204
"[0.0, 1.0]",0,0.3071399927139282
"[0.0, 1.0]",1,0.7475061416625977
"[0.0, 1.0]",1,0.9009851813316345
"[0.0, 1.0]",1,0.7005298733711243
"[0.0, 1.0]",0,0.3532373309135437
"[0.0, 1.0]",1,0.907048225402832
"[0.0, 1.0]",1,0.9553660750389099
"[0.0, 1.0]",1,0.8170324563980103
"[0.0, 1.0]",1,0.8785738945007324
"[0.0, 1.0]",1,0.9549641013145447
"[0.0, 1.0]",1,0.9547086954116821
"[0.0, 1.0]",1,0.8849524855613708
"[0.0, 1.0]",1,0.8978882431983948
"[0.0, 1.0]",1,0.9586547613143921
"[0.0, 1.0]",1,0.9343158602714539
"[0.0, 1.0]",1,0.9568771719932556
"[0.0, 1.0]",1,0.9230515956878662
"[0.0, 1.0]",1,0.8683644533157349
"[0.0, 1.0]",0,0.034447021782398224
"[0.0, 1.0]",0,0.35949355363845825
"[0.0, 1.0]",1,0.8862065672874451
"[0.0, 1.0]",1,0.6881093382835388
"[0.0, 1.0]",1,0.6010478734970093
"[0.0, 1.0]",0,0.11751651763916016
"[0.0, 1.0]",1,0.9296626448631287
"[0.0, 1.0]",1,0.8600531220436096
"[0.0, 1.0]",1,0.9551666975021362
"[0.0, 1.0]",1,0.6913954019546509
"[0.0, 1.0]",1,0.9050678610801697
"[0.0, 1.0]",1,0.9506862163543701
"[0.0, 1.0]",1,0.9580678343772888
"[0.0, 1.0]",1,0.9478029012680054
"[0.0, 1.0]",1,0.7911344170570374
"[0.0, 1.0]",1,0.9544554948806763
"[0.0, 1.0]",1,0.945940375328064
"[0.0, 1.0]",1,0.8457187414169312
"[0.0, 1.0]",1,0.8992081880569458
"[0.0, 1.0]",1,0.9591066837310791
"[0.0, 1.0]",1,0.9477691650390625
"[0.0, 1.0]",1,0.8950325846672058
"[0.0, 1.0]",1,0.9214658141136169
"[0.0, 1.0]",1,0.9442521929740906
"[0.0, 1.0]",1,0.5259054899215698
"[0.0, 1.0]",1,0.9430609345436096
"[0.0, 1.0]",1,0.6793891191482544
"[0.0, 1.0]",1,0.7724167108535767
"[0.0, 1.0]",1,0.5453335046768188
"[0.0, 1.0]",1,0.7988524436950684
"[0.0, 1.0]",1,0.9500732421875
"[0.0, 1.0]",0,0.477164089679718
"[0.0, 1.0]",1,0.5289893746376038
"[0.0, 1.0]",0,0.05991031229496002
"[0.0, 1.0]",0,0.28265073895454407
"[0.0, 1.0]",1,0.9091561436653137
"[0.0, 1.0]",0,0.2673071622848511
"[0.0, 1.0]",1,0.9085350036621094
"[0.0, 1.0]",1,0.8063559532165527
"[0.0, 1.0]",1,0.9370213747024536
"[0.0, 1.0]",1,0.9207545518875122
"[0.0, 1.0]",1,0.9292467832565308
"[0.0, 1.0]",1,0.9609880447387695
"[0.0, 1.0]",0,0.10365361720323563
"[0.0, 1.0]",1,0.6340368390083313
"[0.0, 1.0]",1,0.9170371294021606
"[0.0, 1.0]",1,0.7012999653816223
"[0.0, 1.0]",1,0.8599761128425598
"[0.0, 1.0]",1,0.5218368768692017
"[0.0, 1.0]",1,0.8072169423103333
"[0.0, 1.0]",1,0.8782312273979187
"[0.0, 1.0]",1,0.5887323021888733
"[0.0, 1.0]",0,0.17152491211891174
"[0.0, 1.0]",1,0.7847896814346313
"[0.0, 1.0]",1,0.9383938908576965
"[0.0, 1.0]",1,0.5731499791145325
"[0.0, 1.0]",1,0.9522363543510437
"[0.0, 1.0]",1,0.8360737562179565
"[0.0, 1.0]",0,0.49691876769065857
"[0.0, 1.0]",1,0.9667081236839294
"[0.0, 1.0]",1,0.9258123636245728
"[0.0, 1.0]",0,0.3002857267856598
"[0.0, 1.0]",0,0.08195625245571136
"[0.0, 1.0]",0,0.4544515311717987
"[0.0, 1.0]",1,0.739959716796875
"[0.0, 1.0]",1,0.8821737766265869
"[0.0, 1.0]",1,0.9142974019050598
"[0.0, 1.0]",1,0.8948656320571899
"[0.0, 1.0]",1,0.7386454343795776
"[0.0, 1.0]",1,0.922831118106842
"[0.0, 1.0]",1,0.893585205078125
"[0.0, 1.0]",1,0.865196943283081
"[0.0, 1.0]",1,0.9592946767807007
"[0.0, 1.0]",1,0.8854993581771851
"[0.0, 1.0]",1,0.9630944132804871
"[0.0, 1.0]",1,0.9595059156417847
"[0.0, 1.0]",0,0.02940150536596775
"[0.0, 1.0]",1,0.7963892221450806
"[0.0, 1.0]",1,0.7233802080154419
"[0.0, 1.0]",1,0.8674319386482239
"[0.0, 1.0]",1,0.9643914103507996
"[0.0, 1.0]",1,0.9119760394096375
"[0.0, 1.0]",1,0.7081137299537659
"[0.0, 1.0]",1,0.6603864431381226
"[0.0, 1.0]",1,0.9163160920143127
"[0.0, 1.0]",0,0.034094709903001785
"[0.0, 1.0]",1,0.8953709006309509
"[0.0, 1.0]",1,0.7124210000038147
"[0.0, 1.0]",1,0.9301283359527588
"[0.0, 1.0]",1,0.8580058217048645
"[0.0, 1.0]",1,0.8481665253639221
"[0.0, 1.0]",1,0.8738189935684204
"[0.0, 1.0]",1,0.8963531851768494
"[0.0, 1.0]",1,0.8408611416816711
"[0.0, 1.0]",1,0.9204918742179871
"[0.0, 1.0]",1,0.5735490322113037
"[0.0, 1.0]",1,0.9365620017051697
"[0.0, 1.0]",0,0.36566123366355896
"[0.0, 1.0]",1,0.9259713888168335
"[0.0, 1.0]",1,0.7492703795433044
"[0.0, 1.0]",1,0.9469792246818542
"[0.0, 1.0]",0,0.18088841438293457
"[0.0, 1.0]",1,0.9352929592132568
"[0.0, 1.0]",1,0.863996148109436
"[0.0, 1.0]",1,0.9154570698738098
"[0.0, 1.0]",1,0.8708325624465942
"[0.0, 1.0]",1,0.9158318638801575
"[0.0, 1.0]",1,0.8618441820144653
"[0.0, 1.0]",1,0.8761227130889893
"[0.0, 1.0]",1,0.7915393114089966
"[0.0, 1.0]",1,0.8857987523078918
"[0.0, 1.0]",1,0.885112464427948
"[0.0, 1.0]",1,0.9593395590782166
"[0.0, 1.0]",1,0.587162971496582
"[0.0, 1.0]",1,0.6069130897521973
"[0.0, 1.0]",0,0.296095609664917
"[0.0, 1.0]",1,0.9722709655761719
"[0.0, 1.0]",1,0.7458280324935913
"[0.0, 1.0]",1,0.641371488571167
"[0.0, 1.0]",1,0.9478440880775452
"[0.0, 1.0]",1,0.9628632664680481
"[0.0, 1.0]",1,0.6980553865432739
"[0.0, 1.0]",1,0.9196698069572449
"[0.0, 1.0]",0,0.237149178981781
"[0.0, 1.0]",1,0.7830622792243958
"[0.0, 1.0]",1,0.7962431311607361
"[0.0, 1.0]",1,0.9037379026412964
"[0.0, 1.0]",0,0.36077409982681274
"[0.0, 1.0]",1,0.7812416553497314
"[0.0, 1.0]",1,0.8976748585700989
"[0.0, 1.0]",1,0.8649314045906067
"[0.0, 1.0]",1,0.8631947636604309
"[0.0, 1.0]",0,0.08992360532283783
"[0.0, 1.0]",0,0.4232170879840851
"[0.0, 1.0]",1,0.9135671257972717
"[0.0, 1.0]",1,0.9393033981323242
"[0.0, 1.0]",0,0.1084367036819458
"[0.0, 1.0]",1,0.9528505206108093
"[0.0, 1.0]",1,0.95768803358078
"[0.0, 1.0]",1,0.8935436010360718
"[0.0, 1.0]",1,0.7910887002944946
"[0.0, 1.0]",1,0.9616883993148804
"[0.0, 1.0]",1,0.9530737400054932
"[0.0, 1.0]",1,0.8272106051445007
"[0.0, 1.0]",1,0.9570011496543884
"[0.0, 1.0]",1,0.6875646710395813
"[0.0, 1.0]",1,0.9527802467346191
"[0.0, 1.0]",1,0.6758987903594971
"[0.0, 1.0]",1,0.828141987323761
"[0.0, 1.0]",1,0.8038262128829956
"[0.0, 1.0]",1,0.9447610378265381
